,TEMP_MAX,TEMP_MIN,PRECIP
2013-10-12,11.95,0.65,0.00
2013-10-13,11.91,0.75,0.00
2013-10-14,11.05,-3.90,0.00
2013-10-15,10.46,-3.40,1.00
2013-10-16,11.56,2.60,0.00
2013-10-17,11.95,-2.05,0.00
2013-10-18,9.70,-2.80,0.27
2013-10-19,9.90,-1.90,0.13
2013-10-20,13.50,-1.00,0.00
2013-10-21,13.00,-0.60,0.40
2013-10-22,6.21,0.55,0.34
2013-10-23,6.11,3.26,0.00
2013-10-24,5.91,3.36,0.13
2013-10-25,5.51,3.66,0.00
2013-10-26,4.66,2.96,1.20
2013-10-27,7.85,2.05,2.56
2013-10-28,7.91,-1.85,0.00
2013-10-29,7.00,-6.80,0.00
2013-10-30,7.16,-5.75,0.00
2013-10-31,10.60,1.00,1.00
2013-11-01,7.51,-3.55,5.13
2013-11-02,4.31,1.45,22.26
2013-11-03,3.51,-0.59,0.00
2013-11-04,4.76,-3.65,0.00
2013-11-05,1.71,-4.39,2.61
2013-11-06,2.91,-0.19,1.47
2013-11-07,2.76,-0.64,5.10
2013-11-08,3.61,-0.65,3.35
2013-11-09,4.46,-3.69,1.40
2013-11-10,3.96,0.36,0.60
2013-11-11,3.86,-0.30,0.00
2013-11-12,6.36,-3.20,0.27
2013-11-13,10.11,2.75,0.00
2013-11-14,5.91,0.90,0.13
2013-11-15,4.26,-3.05,6.91
2013-11-16,3.31,-1.40,1.89
2013-11-17,2.91,-3.49,0.00
2013-11-18,5.16,-1.44,8.24
2013-11-19,3.20,-3.25,3.64
2013-11-20,-4.60,-12.95,0.00
2013-11-21,-4.05,-13.60,0.00
2013-11-22,-2.84,-11.15,0.00
2013-11-23,-1.79,-11.85,0.00
2013-11-24,1.70,-7.40,0.00
2013-11-25,2.06,-6.40,0.00
2013-11-26,1.76,-5.85,0.00
2013-11-27,-0.89,-5.55,0.00
2013-11-28,2.56,-3.29,0.00
2013-11-29,0.96,-1.59,3.21
2013-11-30,1.16,-1.79,8.20
2013-12-01,1.96,-1.69,10.95
2013-12-02,1.26,-7.69,1.47
2013-12-03,-5.64,-10.59,0.00
2013-12-04,-7.89,-10.35,0.00
2013-12-05,-9.54,-13.64,0.00
2013-12-06,-10.09,-14.60,0.00
2013-12-07,-12.20,-19.30,0.00
2013-12-08,-9.70,-18.69,0.13
2013-12-09,-7.24,-11.54,0.00
2013-12-10,-3.39,-8.09,0.00
2013-12-11,-2.84,-9.85,1.73
2013-12-12,-0.49,-4.99,1.22
2013-12-13,0.70,-4.10,0.00
2013-12-14,1.11,-2.54,0.00
2013-12-15,3.31,-0.85,0.00
2013-12-16,3.12,-2.57,0.00
2013-12-17,2.22,-2.55,0.00
2013-12-18,1.45,-3.89,0.67
2013-12-19,-3.94,-11.98,0.00
2013-12-20,-5.82,-10.25,2.32
2013-12-21,-2.55,-6.95,0.67
2013-12-22,-1.48,-4.52,0.45
2013-12-23,1.15,-3.11,1.04
2013-12-24,2.39,-6.38,0.00
2013-12-25,-0.95,-6.84,0.79
2013-12-26,0.82,-1.71,2.15
2013-12-27,0.58,-2.81,2.37
2013-12-28,3.12,-3.72,0.00
2013-12-29,-1.08,-4.05,2.05
2013-12-30,0.22,-4.11,0.58
2013-12-31,2.22,-4.53,0.00
2014-01-01,-1.42,-6.71,0.00
2014-01-02,1.72,-2.51,0.79
2014-01-03,2.95,-2.75,1.17
2014-01-04,2.79,-8.78,0.00
2014-01-05,-2.88,-11.51,0.00
2014-01-06,-4.01,-11.08,0.00
2014-01-07,-3.45,-7.78,1.47
2014-01-08,-0.58,-5.38,1.20
2014-01-09,0.62,-3.11,0.80
2014-01-10,2.45,-1.94,0.22
2014-01-11,7.29,-1.61,5.65
2014-01-12,7.87,-1.78,4.22
2014-01-13,11.22,-0.03,0.00
2014-01-14,5.29,-2.51,0.00
2014-01-15,4.69,-3.31,0.00
2014-01-16,-1.80,-5.38,0.00
2014-01-17,-3.05,-4.58,0.00
2014-01-18,-0.42,-4.45,0.00
2014-01-19,-0.38,-1.81,0.00
2014-01-20,-1.52,-5.22,0.00
2014-01-21,-2.18,-4.41,0.00
2014-01-22,-0.12,-2.85,0.09
2014-01-23,2.55,-3.66,0.00
2014-01-24,0.55,-4.51,0.00
2014-01-25,-0.18,-2.05,0.00
2014-01-26,1.22,-2.85,0.00
2014-01-27,1.45,-1.58,0.00
2014-01-28,0.18,-2.22,0.00
2014-01-29,-0.81,-2.85,8.80
2014-01-30,-1.55,-4.49,1.12
2014-01-31,-3.42,-15.41,0.00
2014-02-01,-7.69,-18.74,0.00
2014-02-02,-5.01,-15.24,0.00
2014-02-03,-6.88,-11.61,0.00
2014-02-04,-8.35,-13.99,0.00
2014-02-05,-9.35,-19.71,0.00
2014-02-06,-11.41,-20.71,0.00
2014-02-07,-9.91,-18.87,0.35
2014-02-08,-9.08,-19.81,0.00
2014-02-09,-7.05,-19.41,0.00
2014-02-10,-3.52,-12.32,1.51
2014-02-11,0.49,-5.86,1.12
2014-02-12,8.79,-4.43,2.34
2014-02-13,7.65,-3.65,0.35
2014-02-14,6.92,-3.51,1.22
2014-02-15,2.02,-3.58,2.11
2014-02-16,5.32,-1.28,3.65
2014-02-17,5.12,-0.95,1.12
2014-02-18,2.93,-3.46,0.14
2014-02-19,5.55,-2.08,0.00
2014-02-20,5.95,-3.65,0.00
2014-02-21,3.11,-5.69,0.00
2014-02-22,-0.74,-10.24,0.41
2014-02-23,-4.42,-5.88,0.62
2014-02-24,-5.38,-9.95,0.00
2014-02-25,-2.72,-16.05,0.00
2014-02-26,-1.12,-14.28,0.00
2014-02-27,1.58,-7.71,0.00
2014-02-28,3.59,-7.41,0.00
2014-03-01,-3.53,-6.98,0.35
2014-03-02,-5.41,-8.52,1.24
2014-03-03,-0.62,-7.22,0.81
2014-03-04,2.92,-1.98,1.38
2014-03-05,4.02,-1.65,5.43
2014-03-06,4.39,-1.22,4.75
2014-03-07,12.62,-1.88,0.00
2014-03-08,8.62,-0.38,3.66
2014-03-09,13.18,1.18,0.45
2014-03-10,10.22,-1.81,0.00
2014-03-11,11.29,-4.81,0.00
2014-03-12,12.62,-5.81,0.00
2014-03-13,12.18,-2.68,0.00
2014-03-14,13.19,1.05,0.22
2014-03-15,7.15,-0.11,2.50
2014-03-16,11.88,0.96,0.00
2014-03-17,8.92,-0.55,0.00
2014-03-18,8.72,-6.54,0.00
2014-03-19,8.69,0.59,1.07
2014-03-20,7.02,-2.89,1.25
2014-03-21,6.48,-7.78,0.00
2014-03-22,0.45,-7.98,2.00
2014-03-23,6.62,-4.55,0.00
2014-03-24,5.85,-5.51,0.00
2014-03-25,5.75,-3.15,0.00
2014-03-26,10.08,-0.68,0.00
2014-03-27,8.11,0.80,0.00
2014-03-28,5.52,-0.85,0.49
2014-03-29,11.49,-1.11,3.12
2014-03-30,11.95,-0.84,0.76
2014-03-31,11.48,-3.54,0.00
2014-04-01,11.88,-4.24,0.00
2014-04-02,12.08,-4.91,0.00
2014-04-03,10.92,-2.18,0.00
2014-04-04,14.05,0.45,0.00
2014-04-05,12.45,0.36,0.00
2014-04-06,14.12,2.65,0.00
2014-04-07,14.22,1.39,0.00
2014-04-08,19.39,-1.07,0.00
2014-04-09,14.28,5.02,0.00
2014-04-10,16.22,-2.78,0.35
2014-04-11,13.99,1.79,0.93
2014-04-12,13.25,0.92,0.67
2014-04-13,15.02,-4.04,0.00
2014-04-14,16.76,-4.32,0.00
2014-04-15,11.49,4.35,1.73
2014-04-16,10.78,0.82,0.97
2014-04-17,12.32,3.96,13.32
2014-04-18,11.85,3.28,4.87
2014-04-19,10.35,-3.21,0.00
2014-04-20,15.09,2.76,0.00
2014-04-21,14.29,2.29,0.18
2014-04-22,9.99,4.52,7.86
2014-04-23,11.99,-0.57,0.00
2014-04-24,10.52,2.45,9.15
2014-04-25,11.35,-1.48,0.97
2014-04-26,13.19,2.59,2.77
2014-04-27,12.75,1.52,0.18
2014-04-28,14.69,-1.38,0.00
2014-04-29,18.85,-1.74,0.00
2014-04-30,21.45,0.93,0.00
2014-05-01,23.69,3.16,0.00
2014-05-02,26.15,6.36,0.00
2014-05-03,15.45,7.21,3.34
2014-05-04,11.65,4.62,9.96
2014-05-05,14.15,5.15,0.35
2014-05-06,15.82,0.86,0.00
2014-05-07,17.72,-2.51,0.00
2014-05-08,20.28,0.42,0.79
2014-05-09,14.38,7.52,2.87
2014-05-10,13.62,3.95,1.38
2014-05-11,17.99,-0.28,0.09
2014-05-12,20.36,-1.27,0.00
2014-05-13,20.36,5.83,0.00
2014-05-14,26.09,6.09,0.00
2014-05-15,23.55,10.66,0.00
2014-05-16,24.02,8.59,0.00
2014-05-17,18.79,9.32,0.44
2014-05-18,16.52,7.35,4.19
2014-05-19,21.12,5.52,0.27
2014-05-20,23.72,5.63,0.00
2014-05-21,23.82,7.06,0.00
2014-05-22,26.42,6.49,0.00
2014-05-23,20.52,11.49,0.14
2014-05-24,21.42,5.90,0.00
2014-05-25,14.45,6.26,1.37
2014-05-26,17.45,6.69,2.72
2014-05-27,19.72,0.36,0.89
2014-05-28,17.19,7.45,19.83
2014-05-29,18.05,7.72,4.20
2014-05-30,20.15,2.82,0.00
2014-05-31,23.35,3.76,0.00
2014-06-01,25.52,7.69,0.00
2014-06-02,25.25,6.99,0.00
2014-06-03,22.72,7.03,4.46
2014-06-04,23.42,4.99,0.00
2014-06-05,19.95,2.73,0.00
2014-06-06,21.22,4.23,0.00
2014-06-07,22.45,4.16,0.00
2014-06-08,25.82,7.59,0.00
2014-06-09,21.25,13.42,0.00
2014-06-10,19.48,9.18,1.11
2014-06-11,23.59,3.72,0.09
2014-06-12,25.45,9.59,3.30
2014-06-13,15.78,10.05,18.63
2014-06-14,20.55,9.92,0.00
2014-06-15,20.02,9.05,3.52
2014-06-16,14.75,8.42,1.35
2014-06-17,23.25,9.28,0.00
2014-06-18,25.75,10.82,1.07
2014-06-19,23.15,8.96,0.09
2014-06-20,21.42,11.79,0.00
2014-06-21,23.62,4.42,0.00
2014-06-22,28.15,6.06,0.00
2014-06-23,29.48,9.83,0.00
2014-06-24,19.65,12.49,2.18
2014-06-25,25.45,8.42,0.00
2014-06-26,26.05,9.43,0.00
2014-06-27,21.78,12.02,5.08
2014-06-28,23.32,12.09,0.00
2014-06-29,20.62,9.92,5.13
2014-06-30,25.62,6.82,0.00
2014-07-01,29.89,8.56,0.00
2014-07-02,31.86,12.46,0.00
2014-07-03,29.76,12.69,2.28
2014-07-04,26.22,8.32,0.00
2014-07-05,27.99,13.56,0.09
2014-07-06,27.25,15.46,12.11
2014-07-07,28.16,12.52,0.00
2014-07-08,33.05,12.39,0.00
2014-07-09,31.15,13.39,0.00
2014-07-10,28.42,11.86,0.00
2014-07-11,31.62,8.99,0.00
2014-07-12,35.09,12.59,0.00
2014-07-13,37.34,13.89,0.00
2014-07-14,28.62,16.73,0.00
2014-07-15,34.89,12.82,0.00
2014-07-16,36.02,13.63,0.00
2014-07-17,32.65,17.30,0.00
2014-07-18,29.62,17.66,0.00
2014-07-19,27.85,18.71,0.13
2014-07-20,25.25,15.16,0.18
2014-07-21,25.55,12.32,0.00
2014-07-22,24.18,11.76,0.00
2014-07-23,25.25,11.19,22.49
2014-07-24,21.88,8.63,0.61
2014-07-25,24.33,10.06,0.00
2014-07-26,27.75,9.36,0.00
2014-07-27,30.85,10.09,0.00
2014-07-28,33.55,12.16,0.00
2014-07-29,34.56,13.46,0.00
2014-07-30,33.75,12.36,0.00
2014-07-31,32.78,11.10,0.00
2014-08-01,33.35,12.39,0.00
2014-08-02,33.02,16.86,0.00
2014-08-03,30.42,13.46,0.00
2014-08-04,32.05,12.86,0.00
2014-08-05,34.45,12.69,0.00
2014-08-06,31.15,12.66,0.00
2014-08-07,30.05,12.36,0.00
2014-08-08,28.15,15.02,0.00
2014-08-09,29.05,9.89,0.00
2014-08-10,30.45,10.89,0.00
2014-08-11,32.45,11.76,0.00
2014-08-12,26.66,13.63,0.44
2014-08-13,29.09,16.72,0.90
2014-08-14,22.69,13.46,2.36
2014-08-15,23.38,11.49,0.00
2014-08-16,22.48,16.02,0.00
2014-08-17,27.92,12.06,0.00
2014-08-18,31.55,12.29,0.00
2014-08-19,27.52,15.25,0.09
2014-08-20,25.08,12.63,0.09
2014-08-21,25.09,9.66,0.49
2014-08-22,20.52,11.99,2.49
2014-08-23,25.82,8.49,0.00
2014-08-24,25.45,10.19,0.00
2014-08-25,24.35,7.33,0.00
2014-08-26,30.65,12.03,0.00
2014-08-27,32.26,13.33,0.00
2014-08-28,25.16,12.83,2.59
2014-08-29,19.36,7.91,0.40
2014-08-30,22.86,8.52,0.00
2014-08-31,19.69,8.09,0.27
2014-09-01,23.79,7.56,0.00
2014-09-02,19.59,7.89,12.46
2014-09-03,19.42,8.09,3.00
2014-09-04,22.75,3.76,0.00
2014-09-05,23.75,4.99,0.00
2014-09-06,25.89,6.36,0.00
2014-09-07,28.62,7.26,0.00
2014-09-08,23.55,11.56,0.67
2014-09-09,17.12,4.46,0.00
2014-09-10,15.55,3.83,0.00
2014-09-11,17.09,-0.97,0.00
2014-09-12,19.49,0.83,0.00
2014-09-13,21.39,3.23,0.00
2014-09-14,23.42,2.83,0.00
2014-09-15,25.52,4.03,0.00
2014-09-16,26.19,4.23,0.00
2014-09-17,20.75,8.26,0.00
2014-09-18,18.29,11.62,2.54
2014-09-19,24.22,13.13,0.00
2014-09-20,24.45,5.69,0.00
2014-09-21,26.15,5.13,0.00
2014-09-22,18.52,8.23,1.50
2014-09-23,19.02,9.23,3.67
2014-09-24,17.49,12.35,5.13
2014-09-25,15.18,10.91,9.86
2014-09-26,15.02,7.92,0.89
2014-09-27,18.55,6.43,0.00
2014-09-28,18.95,3.99,0.00
2014-09-29,18.22,4.09,0.71
2014-09-30,14.98,5.91,3.65
2014-10-01,16.32,3.93,0.09
2014-10-02,13.85,2.26,0.00
2014-10-03,12.45,0.73,1.06
2014-10-04,16.09,4.66,0.81
2014-10-05,17.29,4.29,0.00
2014-10-06,16.95,6.02,0.00
2014-10-07,21.05,7.56,0.00
2014-10-08,18.72,5.83,0.00
2014-10-09,18.19,3.13,0.00
2014-10-10,18.35,3.53,0.00
2014-10-11,14.52,8.86,1.21
2014-10-12,15.75,4.99,0.35
2014-10-13,13.42,4.19,0.31
2014-10-14,17.01,8.07,0.00
2014-10-15,11.11,6.81,1.28
2014-10-16,13.29,2.50,0.00
2014-10-17,10.58,3.13,1.87
2014-10-18,15.28,3.69,0.22
2014-10-19,16.32,4.52,0.00
2014-10-20,12.48,5.53,4.19
2014-10-21,15.49,5.73,0.18
2014-10-22,12.15,7.38,3.56
2014-10-23,11.42,3.18,2.45
2014-10-24,10.05,-0.74,0.18
2014-10-25,9.02,2.86,1.60
2014-10-26,10.75,3.15,0.58
2014-10-27,7.95,-0.64,0.00
2014-10-28,8.72,0.09,2.07
2014-10-29,12.62,3.72,0.09
2014-10-30,9.05,3.93,0.79
2014-10-31,9.08,5.33,5.14
2014-11-01,9.28,-0.25,0.09
2014-11-02,9.25,-3.70,0.00
2014-11-03,7.65,0.69,1.19
2014-11-04,11.82,5.52,0.86
2014-11-05,8.43,1.56,0.09
2014-11-06,13.26,4.08,0.00
2014-11-07,13.62,4.38,0.00
2014-11-08,7.02,0.46,0.00
2014-11-09,8.08,4.22,0.00
2014-11-10,5.39,-2.71,0.00
2014-11-11,1.68,-6.50,0.00
2014-11-12,-1.25,-11.81,0.00
2014-11-13,-2.11,-13.41,0.00
2014-11-14,-2.65,-12.48,0.00
2014-11-15,-2.18,-13.68,0.00
2014-11-16,-2.71,-13.44,0.00
2014-11-17,-2.38,-12.88,0.00
2014-11-18,-1.12,-10.91,0.00
2014-11-19,0.78,-6.18,0.00
2014-11-20,4.69,-4.15,0.00
2014-11-21,2.19,-1.15,4.05
2014-11-22,6.95,-2.45,0.13
2014-11-23,5.45,-2.87,1.07
2014-11-24,3.70,-3.28,2.39
2014-11-25,2.92,-0.92,8.32
2014-11-26,1.45,-1.75,16.87
2014-11-27,4.61,-0.81,3.31
2014-11-28,6.92,-8.77,0.80
2014-11-29,-10.74,-17.55,0.00
2014-11-30,-12.15,-20.01,0.00
2014-12-01,-7.61,-16.55,0.00
2014-12-02,-5.11,-15.41,0.00
2014-12-03,-7.72,-14.04,0.00
2014-12-04,-2.96,-8.52,1.23
2014-12-05,-3.22,-7.25,2.79
2014-12-06,2.05,-3.68,7.31
2014-12-07,1.72,-0.99,0.00
2014-12-08,2.15,-4.11,1.38
2014-12-09,6.54,-0.30,0.80
2014-12-10,9.76,0.69,0.80
2014-12-11,8.26,0.44,0.73
2014-12-12,5.88,-2.45,0.00
2014-12-13,4.36,-3.91,0.09
2014-12-14,1.32,-2.71,0.18
2014-12-15,-0.41,-5.49,0.00
2014-12-16,-1.71,-6.48,0.00
2014-12-17,0.08,-4.61,0.18
2014-12-18,1.92,-2.02,2.13
2014-12-19,3.35,-1.41,6.67
2014-12-20,1.71,-2.15,5.47
2014-12-21,8.18,-0.65,1.12
2014-12-22,6.55,-2.59,0.00
2014-12-23,3.55,-3.21,0.85
2014-12-24,2.36,-2.87,0.26
2014-12-25,1.52,-3.44,0.18
2014-12-26,0.42,-4.61,0.26
2014-12-27,-1.32,-4.02,6.34
2014-12-28,-0.31,-3.58,1.02
2014-12-29,-2.71,-10.70,0.00
2014-12-30,-9.68,-16.81,0.00
2014-12-31,-8.95,-15.74,0.00
2015-01-01,-5.18,-10.94,0.00
2015-01-02,-4.62,-6.42,0.09
2015-01-03,-3.72,-9.15,1.02
2015-01-04,-5.18,-8.78,12.45
2015-01-05,-3.46,-8.48,19.15
2015-01-06,0.52,-4.55,1.47
2015-01-07,0.35,-1.98,0.00
2015-01-08,0.28,-1.25,0.00
2015-01-09,0.22,-1.58,0.18
2015-01-10,-0.48,-2.32,0.80
2015-01-11,0.52,-3.08,0.00
2015-01-12,0.15,-2.58,0.00
2015-01-13,-0.15,-2.61,0.00
2015-01-14,-0.98,-3.22,0.00
2015-01-15,-0.15,-2.92,0.44
2015-01-16,1.72,-4.64,1.79
2015-01-17,-0.15,-2.98,2.72
2015-01-18,3.28,-3.95,6.34
2015-01-19,4.99,-4.12,0.00
2015-01-20,0.19,-9.14,0.00
2015-01-21,-1.51,-6.21,0.09
2015-01-22,1.68,-2.92,0.00
2015-01-23,2.12,-0.28,0.49
2015-01-24,1.60,-0.34,1.14
2015-01-25,4.02,0.09,0.00
2015-01-26,3.92,-2.45,0.00
2015-01-27,3.52,-3.18,0.00
2015-01-28,1.38,-4.05,0.00
2015-01-29,0.45,-1.28,0.00
2015-01-30,1.45,-1.98,0.00
2015-01-31,3.89,-6.81,0.00
2015-02-01,-0.25,-3.68,6.66
2015-02-02,0.25,-3.90,3.57
2015-02-03,1.45,-3.01,2.64
2015-02-04,1.18,-1.48,1.06
2015-02-05,5.45,-1.82,1.21
2015-02-06,9.99,2.32,5.54
2015-02-07,6.89,0.58,0.98
2015-02-08,10.39,0.11,1.49
2015-02-09,5.35,1.15,11.66
2015-02-10,5.22,2.05,0.85
2015-02-11,7.82,2.29,0.00
2015-02-12,6.55,1.79,1.88
2015-02-13,7.65,2.39,0.00
2015-02-14,11.49,0.02,0.09
2015-02-15,8.82,-4.61,0.00
2015-02-16,3.25,-4.67,0.09
2015-02-17,2.32,-5.11,0.00
2015-02-18,5.08,-5.61,0.00
2015-02-19,5.45,-5.24,0.00
2015-02-20,9.05,-2.05,0.00
2015-02-21,7.99,-4.78,0.00
2015-02-22,4.02,-7.38,0.00
2015-02-23,6.65,-6.71,0.00
2015-02-24,7.65,-3.54,0.00
2015-02-25,8.75,-6.34,0.00
2015-02-26,4.59,-3.08,0.00
2015-02-27,7.58,-1.74,0.31
2015-02-28,5.18,-7.84,0.00
2015-03-01,4.48,-6.61,0.00
2015-03-02,5.11,-5.32,0.00
2015-03-03,2.85,-11.38,0.00
2015-03-04,3.52,-11.04,0.00
2015-03-05,7.88,-7.31,0.00
2015-03-06,9.15,-1.78,0.00
2015-03-07,13.72,-3.11,0.00
2015-03-08,13.59,-4.41,0.00
2015-03-09,17.08,-3.58,0.00
2015-03-10,14.18,-2.44,0.00
2015-03-11,15.32,3.12,0.00
2015-03-12,13.58,2.62,0.00
2015-03-13,14.48,0.06,0.00
2015-03-14,16.72,7.36,0.00
2015-03-15,8.86,2.32,1.96
2015-03-16,9.45,-2.48,0.09
2015-03-17,11.05,-2.21,0.00
2015-03-18,14.88,1.06,0.00
2015-03-19,11.32,4.45,0.61
2015-03-20,8.72,3.92,3.57
2015-03-21,13.18,2.29,2.90
2015-03-22,10.68,-3.24,0.00
2015-03-23,13.45,0.42,0.70
2015-03-24,9.82,2.62,3.98
2015-03-25,5.05,1.44,16.66
2015-03-26,10.35,3.09,0.22
2015-03-27,15.29,3.59,0.00
2015-03-28,15.88,7.52,0.00
2015-03-29,13.78,3.69,0.00
2015-03-30,17.85,4.56,0.00
2015-03-31,13.29,2.68,0.00
2015-04-01,9.62,0.06,1.29
2015-04-02,11.35,-3.71,0.00
2015-04-03,11.62,-1.21,0.22
2015-04-04,10.55,-3.61,0.18
2015-04-05,11.98,-4.94,0.00
2015-04-06,13.45,-0.88,0.00
2015-04-07,12.18,-0.87,0.00
2015-04-08,15.15,-3.44,0.00
2015-04-09,17.05,-3.48,0.00
2015-04-10,14.52,1.70,0.18
2015-04-11,11.78,4.09,1.52
2015-04-12,10.75,1.12,0.00
2015-04-13,12.29,1.29,0.35
2015-04-14,11.28,3.59,0.58
2015-04-15,14.45,-4.14,0.00
2015-04-16,17.08,-2.01,0.00
2015-04-17,20.40,-0.93,0.00
2015-04-18,16.49,-0.34,0.00
2015-04-19,18.92,-1.11,0.00
2015-04-20,21.29,0.56,0.00
2015-04-21,23.18,1.99,0.26
2015-04-22,13.32,5.05,0.14
2015-04-23,14.09,-1.61,0.79
2015-04-24,11.05,1.19,1.21
2015-04-25,9.35,0.06,0.09
2015-04-26,15.65,-0.28,0.00
2015-04-27,17.98,5.12,0.00
2015-04-28,24.49,2.09,0.85
2015-04-29,16.92,5.52,0.00
2015-04-30,15.45,1.19,0.00
2015-05-01,19.29,6.62,0.00
2015-05-02,14.55,1.79,0.00
2015-05-03,18.44,-1.11,0.00
2015-05-04,22.32,-0.07,0.09
2015-05-05,14.22,5.92,0.00
2015-05-06,13.52,3.09,0.00
2015-05-07,18.08,-2.17,0.00
2015-05-08,20.09,-0.21,0.00
2015-05-09,22.69,-0.47,0.00
2015-05-10,23.95,3.26,0.00
2015-05-11,24.05,4.29,0.00
2015-05-12,20.45,2.76,0.00
2015-05-13,17.74,4.14,0.00
2015-05-14,18.75,5.09,0.00
2015-05-15,22.65,2.62,0.00
2015-05-16,24.49,3.79,3.43
2015-05-17,17.16,6.56,26.86
2015-05-18,23.72,8.56,0.00
2015-05-19,25.39,6.26,0.00
2015-05-20,26.15,6.33,0.00
2015-05-21,27.82,6.86,0.00
2015-05-22,28.22,8.89,0.00
2015-05-23,28.25,8.59,0.00
2015-05-24,17.78,10.36,8.08
2015-05-25,21.02,8.45,5.33
2015-05-26,18.62,10.75,5.78
2015-05-27,25.39,7.23,0.09
2015-05-28,26.57,8.95,0.00
2015-05-29,24.65,12.86,4.28
2015-05-30,26.39,8.99,0.00
2015-05-31,24.99,6.22,0.00
2015-06-01,27.15,11.46,3.13
2015-06-02,16.22,12.39,21.21
2015-06-03,14.45,10.05,8.72
2015-06-04,19.52,10.22,3.63
2015-06-05,25.49,7.82,0.13
2015-06-06,28.15,9.13,0.00
2015-06-07,31.49,11.59,0.00
2015-06-08,33.38,12.62,0.00
2015-06-09,29.75,11.79,0.00
2015-06-10,30.15,9.99,0.00
2015-06-11,26.69,13.94,0.00
2015-06-12,16.66,8.65,0.00
2015-06-13,21.89,3.73,0.00
2015-06-14,24.89,4.76,0.00
2015-06-15,26.99,7.49,0.00
2015-06-16,29.35,7.96,0.00
2015-06-17,28.69,12.47,0.00
2015-06-18,26.22,12.09,0.49
2015-06-19,22.78,13.32,0.00
2015-06-20,21.78,5.62,0.35
2015-06-21,22.49,5.66,0.00
2015-06-22,27.92,6.39,0.00
2015-06-23,26.39,12.02,2.41
2015-06-24,29.22,9.63,0.00
2015-06-25,32.09,12.43,0.00
2015-06-26,33.65,12.96,0.00
2015-06-27,36.48,14.36,0.00
2015-06-28,37.62,15.33,0.18
2015-06-29,26.80,18.09,4.87
2015-06-30,31.29,12.96,0.00
2015-07-01,29.22,14.93,0.00
2015-07-02,33.35,12.96,0.00
2015-07-03,33.92,14.63,0.00
2015-07-04,31.42,13.23,0.00
2015-07-05,30.19,10.59,0.00
2015-07-06,31.89,10.43,0.00
2015-07-07,33.28,14.03,0.00
2015-07-08,34.88,12.73,0.00
2015-07-09,36.65,14.03,0.00
2015-07-10,31.45,17.06,0.09
2015-07-11,28.09,16.22,2.07
2015-07-12,26.25,13.55,3.02
2015-07-13,27.59,15.55,0.00
2015-07-14,28.09,11.33,0.00
2015-07-15,27.79,13.86,0.00
2015-07-16,23.44,14.40,0.00
2015-07-17,27.09,7.89,0.00
2015-07-18,29.14,10.39,0.00
2015-07-19,34.84,12.89,0.73
2015-07-20,34.92,15.29,0.00
2015-07-21,28.29,15.74,0.26
2015-07-22,25.49,13.39,0.14
2015-07-23,28.19,12.34,0.00
2015-07-24,21.99,11.89,1.05
2015-07-25,22.99,12.15,9.69
2015-07-26,21.44,9.39,6.20
2015-07-27,23.35,9.22,0.18
2015-07-28,26.02,13.39,0.00
2015-07-29,29.34,10.39,0.00
2015-07-30,33.04,10.59,0.00
2015-07-31,35.49,11.24,0.00
2015-08-01,33.64,12.19,0.00
2015-08-02,33.99,14.19,0.00
2015-08-03,31.09,14.24,0.00
2015-08-04,29.89,12.89,0.00
2015-08-05,21.34,9.74,5.39
2015-08-06,22.85,11.12,0.49
2015-08-07,28.12,7.56,0.00
2015-08-08,31.59,10.03,0.53
2015-08-09,30.52,11.83,0.36
2015-08-10,31.05,14.46,0.00
2015-08-11,32.12,14.39,0.00
2015-08-12,34.19,12.63,0.00
2015-08-13,37.09,15.16,0.00
2015-08-14,28.19,12.73,1.06
2015-08-15,22.89,13.60,4.27
2015-08-16,25.89,7.74,0.00
2015-08-17,27.44,13.44,0.00
2015-08-18,28.39,13.04,0.00
2015-08-19,32.59,10.19,0.00
2015-08-20,30.49,13.84,0.00
2015-08-21,18.84,10.98,1.26
2015-08-22,25.24,4.45,0.00
2015-08-23,22.69,7.34,0.00
2015-08-24,26.84,10.14,0.00
2015-08-25,26.59,8.09,0.00
2015-08-26,25.99,10.30,0.00
2015-08-27,30.64,9.75,0.00
2015-08-28,23.04,13.20,0.00
2015-08-29,19.59,12.90,5.89
2015-08-30,21.59,10.09,2.56
2015-08-31,17.14,12.74,1.26
2015-09-01,17.99,10.99,3.46
2015-09-02,20.19,9.49,1.14
2015-09-03,17.94,5.35,1.15
2015-09-04,17.99,6.55,0.00
2015-09-05,17.84,4.60,0.00
2015-09-06,19.49,3.94,0.00
2015-09-07,20.49,6.00,0.92
2015-09-08,14.94,8.14,9.28
2015-09-09,19.29,9.44,0.13
2015-09-10,24.59,6.90,0.00
2015-09-11,26.89,8.30,0.00
2015-09-12,28.99,9.05,0.00
2015-09-13,24.76,12.34,0.00
2015-09-14,15.49,3.55,0.00
2015-09-15,17.24,6.14,0.93
2015-09-16,16.84,3.40,0.00
2015-09-17,15.59,3.60,0.00
2015-09-18,20.34,7.10,0.00
2015-09-19,15.99,11.45,0.73
2015-09-20,25.79,11.19,0.00
2015-09-21,17.74,4.59,0.00
2015-09-22,18.54,-0.55,0.00
2015-09-23,21.04,1.30,0.00
2015-09-24,19.19,3.50,0.00
2015-09-25,13.54,9.44,2.12
